label,tweet
anger,si gendut kalau saya yang suruh ogah jalan  dasar kebo 
fear,serem kang kalau sudah macetnya begitu  padahal tol semua yaa   horor itu mah
anger,jadi dulu pernah bilang gini  mas kamu cuma maen doang ya sama aku     ya tidak lah bege  kalau buat maen doang ngapain aku sampai nungguin kamu bertahun  rajin banget aku  and finally putus juga wkwkw makan tuh
love,hal yang paling buat hari hari ini selalu indah adalah kamu karena kamu itu asik   anugerah yang sempurna indah di kehidupan ku        
anger,kurangin intensitas berkabar  jadi tidak berkabar tiap hari  yakali tiap hari banget begadang cuman buat face time dan telponan  dikantor tidur   namanya juga perjuangan det  ya engga gitu juga sih  bejuang tidak sekonyol itu juga  ada saatnya lah 
love,yoongiii kangen banget sampai atit nih akunyaaa akirnya update uga   makin putih yaaa tidak pernah keluar kamar keknyaa selama summer yaaa   sayang anet ama yoongiii   
happy,berusaha ikhlas dan pasrah  hasil  serahin sama yang diatas  allah sudah ngatur segalanya   karena dia tau yang terbaik buat umatnya  usaha tidak akan menghianati hasil kok     semangatindirisendiri 
sadness,hm  agak gimana gitu ya lihat orang yang against via vallen  karena dimana pelecehan ya pelecehan  mau verbal atau fisik  jadi inget pernah digituin juga    hmm
sadness,makin modern gaya hidupmu  makin banyak kamu produksi sampah plastik  believe it or not     coba saja itu sehari kalau kamu makan  berapa sedotan  gelas plastik  plastik makanan yang kamu buang    
fear,cerita dengan a lain  cerita dengan b lain  cerita dengan c lain  aku harap hubungan suami isteri tu halal lah lagi  huhu jangan di bawa main tau cerai ni  bahaya
love,udah ah  udah panjang  pokoknya tuh aku sayang kamu  i love you  saranghae  
sadness,turut berdukacita atas korban gempa bumi di lombok semoga tuhan senantiasa berikan yang terbaik  cc      
fear,baca ini aku jadi takut   padahal pakaianku sehari hari juga udah syari  kerudung menutup dada dan selalu pakai rok 
anger,orang tidak tau diri itu adalah kursi sebelahnya kosong tapi dibuat naruh jaket tas  yang tidak kebagian kursi berdiri di sebelahnya tapi dia tetep tidak mindahin barangnya   
sadness,wah sekarang udah tidak ada tulisan itu ya  apollo dengan pollo saja udah berdamai dengan masa lalu  tinggal mbanya saja nih yang belum berdamai dengan     ah sudahlah haha
sadness,di malam  ini  aku berdoa  semoga apa apa yang overdosis di negeri ini segera kembali pada dosisnya apapun itu  yang sedang sedang saja  yang tengah tengah saja  berlebihan itu tidak baeek
anger,ngomongnya sih ayo kita sama sama sampek windu lagi atau lebih   tapi giliran skrng di chat tidak balas  di telpon di reject  diajak ketemuan bilang sibuk   pokoknya ada deh jutaan alasan kerbaushit nya   kalau mau ngindarin itu bilang saja sih  tidak usah gitu   classic banget anjir
fear, askmf  masa aku baru pacaran kemarin  tapi tidak ada saling kabar kabaran lagi dimana atau mau kemana  chat nya juga random saja  terus aku mau ngabarin dia juga kaya mikir x takut dia nya keganggu  wajar tidak sih 
fear,hhh sampai sekarang masih kepikiran sama mahasiswa yang suicide karena skripsi   pressure dari orang sekitar  takut kalau aku nantinya seperti gitu  karena mikirin skripsi sudah stress banget ditambah pressure orang orang terdekat dengan nanyain  kapan lulus   dll  takut ntar pas aku skripsi 
fear,ya allah ngeri banget  tadi yang brusan sawa ukuran pipa pralon gitu  makanya aku tutupin sela pintu tkt badannya elastis bisa masuk sela   
anger,giliran ke lantai produksi mastiin dan nanyain langsung apa yang mereka tulis malah digangguin dimintain foto yaampunnnn mas mas pusing akutu ingin cepet kelar terus balik jogja malah gini mmbbzzzz
anger,tak tahu  fine  tapi kalau selalu bilang tidak tahu kok jadinya seperti tidak ngerti atau cari aman   ah sudahlah      maju kotanya bahagia warganya
sadness,   kan bener mas  di fisip tidak ada pembekalan bagaimana skripsi itu atau minimal dapet motivasi rohani sblm menghadapi skripsi wkwk 
sadness,wah gila sih  ini lokasinya mirip selly oal   dixy  persis pula di pengkolan jalan  sayang dulu tidak ada mas british kaya gini  kalau ada  mungkin aku seringnya nongkrong di dixy bukan di perpus
happy,aku tanya   ada apa sih emangnya di bawah    udah ikut saja   ajakmu  aku mengekormu dari belakang  dan ternyata mcflurry   harusnya kalau hujan gini beli yang anget  eh tapi malah ini   katamu   udah ngga apa  kan kamu tadi belinya sebelum hujan   candaku kamu menoleh dan tertawa 
love,seseorang berkata    ada satu cara membuat wanita jatuh cinta  yaitu membuat nya tertawa  namun aku tidak pernah bisa  nyatanya saat ia tertawa justru aku yang semakin mencintainya 
sadness,kalau disaat saat kaya gini rasanya aku kepingin banget tinggal di kampung ya allah    di daerah aku sudah tidak ada adat istiadat sundanya huhu monangis
sadness,main ludo lawan komputer saja masih sempet kalah  gilani    izam  tidak apa apa yang penting pernah menang      biar tidak jadi loser terus    
love,oppa nihhh aku ada flower bucket buat qm  maafin aku sudah bikin kamu ngambek karena tidak ngabarin tadi  akuu sayang kamuuu
love,   cowo romantis itu mah pokoknya cowo idaman menurut aku     dan berarti dia secara tidak langsung sayang banget sama aku  dengan segala perhatiannya   
fear,dulu pernah depresi karena sering dihina oleh orang terdekat  suka dibully  broken home  dan minder serta punya hasrat sexual yang kelewatan tapi tidak bisa nyalurin karena takut dosa  kayaknya saja biasa saja tapi serius  tidak ada arah hidup    
sadness,saat ini kami segenap pegawai di lingkungan kementerian perhubungan sedang berduka atas musibah yang menimpa rumah kami  proses pemadaman api sudah berhasil dilakukan  walaupun ada rekan kami menjadi korban 
love,kalo pasangan lagi sakit  rewel  atau bad mood   kasi dia perhatian   kasih sayang yang lebih  meskipun memang kalau di kondisi seperti itu dia cenderung nyebelin   bikin mumet   dimaklumin saja  karena justru di kondisi kaya gitu dia butuh banget cinta  perhatian   kesabaran kamu 
fear,pertama kali nya komen di ig yang orang lagi pada debat   gils sok iye banget sih guee  ngeri di nyinyirin balik sama orang saja nih woy  pegangan aku cuma  ajalah udah  sama allah juga deng 
fear, askmf  kalau lagi presentasi kalian yang maaf nih yang kurang suka sama bicara depan umum suka awkward gitu tidak sih dan takut salah ngmg 
fear,         ya kalau ada bukti kuat percobaan untuk makar atau menggulingkan pemerintahan yang sah maka siapapun bisa di proses hukum   
love,sayang  cuman kamu yang bisa buat mas bernafas  karena kamu adalah oksigen mas sayang     
sadness,   aku diem  karena nahan ngomong yang nanti takute melebar sampek mana   mana  dia mencoba tanya  kenapa diem   aku tetep diem eh malah dia ikut diem dan merem    
love,romantis buat aing itu ketika melakukan apa yang harus dilakukan untuk sebuah hubungan dan ada saat pasangan bener bener membutuhkan 
sadness,jadi hmmm   kalau ada dua orang sama sama sudah siap untuk menjalin hubungan yang serius  masing masing dikecewakan oleh pasangannya  terus mereka memutuskan untuk mencoba bersama  tapi masing masing masih belum bisa melupakan pasangannya itu    itu gimanayaa 
happy,terimakasih tuhan u segala berkah yang engkau limpahkan dalam hidupku  cinta yang nyata dari mu senantiasa menyertaiku setiap langkahku  hari ini sungguh aku bahagia  karena tuhan pertemukan aku dengan orang yang baik     
happy,   sudah pakai perasaan sekali kita ngmng nya   cuman bnrn caesar sama connor yang ok  didi sama darren its not bad lah   untung demen sama yang pada nyanyi
love,aku telah jatuh sakit dengan penyakit yang membuatku jatuh cinta pada dirimu  aku berharap ini menular  sehingga kamu juga akan jatuh cinta padaku  aku cinta kamu   di 
fear, lah iya mphi serius kk takut lihat taehyung jadi psikopat kk di siksa di suntik obat biar tidak kabur karena di sana dia suka kk   tapi kk udah punya pacar
love,lg ngobrol sama kiya    dek  doain mamah ya dek  supaya bisa blablabla  dek kiya bantu doa ya     manggut manggut  senyum   tulus banget mukanya  meski tidak ngerti apa yang dimaksud  tapi tiap bilang doain ya dek dia pasti senyum  smbl peluk 
anger,awal nonton cuma  orang tenang banget    menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya tidak ketolong  
sadness,sedap juga berwisata ketinggian di jakarta   bisa lihat dengan jelas betapa berpolusinya kota ini      jakarta  indonesia   
sadness,    dibuat bundling  dan semuanya ditawarkan saat weekdays  momentum di mana harga harga hotel di singapura bertarif sangat tinggi  
sadness, c   jalan tol  ia sungguh sedih mengingat kejadian kejadian di kehidupannya  tidak kuat menahan sedih  dirinya mencoba mengakhiri hidupnya sambil menatap bayi aurora yang tengah terlelap dan tersenyum  tidak kuasa melihat malaikat kecilnya yang begitu cantik mengurungkan niatnya  c
anger,setelah dilihat lihat akhir ini profil aku hanya diisi dengan jokes twitter yang aku ritwit dan keluhan insomnia yang tidak kunjung ada habisnya  wth is wrong with me
anger,ya aku tau sih  bukan grup kita yang digituin  tapi sesama cewek  terus dibilang bahan gituan     masih bisa terima  dia jelas public figure  dan ngomong dengan enaknya di video bahan c  i  aku ngetik saja tidak nyaman  wah aku lisa digituin saja aku semarah ini  gimana bangtan     
fear,masih degdegan gemeter hati tidak tenang ngantuk udah hilang selera makan juga hilang gimana besok ya allah  takutt banget kalau aku sampek tidak bisa lanjut aku harus ngapain  
love,menyayangi mu membuat ku mengenal bahasa baru  menyayangi mu membuatku mampu merangkai kata kata baru  ya memang tidak seindah puisi puisi pak sapardi  tapi cukup untuk memberi mu makna  rasa sayang melahirkan sedikit demi sedikit kalimat yang tersusun rapi di sebuah kertas
love,aq cinta ka dije hahahahahahahahaha goodnayt dari mimimingg yang baru saja menyelesaikan meng approve   row usulan daerah
anger,ya kalau hanya cukup dengan minta maaf untuk apa ada polisi dan jaksa    dan kalau dibiarkan tidak akn ada efek jera dan pelajaran untuk lainnya
love,cinta yang sesaat akan berkata  aku mencintaimu karena aku membutuhkanmu  tetapi makna sejatinya akan berkata  aku membutuhkanmu karena aku mencintaimu
anger,jd ada kenalan nih aku  entah langsung nyambung saja gitu  di sisi lain ada yang sok dekat sama aku sok sudah dekat padahal kenal saja tidak  tapi kalau aku nya tidak welcone jadi seperti ilfil saja gitu ngeladenin nya
fear,ketika idung nyium bau bau gaenak lalu temen yang rumahnya lumayan jauh ngechat di wa  kalian nyium bau gas tidak    njirrr iya ini bau gas  ini bukan gas beracun kan huh   ko jadi parno sih
anger,aku pernah ikut kuliah umumnya  cara penyampaian dia informatif dan edukatif sih  tapi kalau lihat yang lagi rame itu   hmm     ingin berkomentar kenapa sih tidak fokes sama profesi andaaa ajaaaaah
fear,aku sama seperti kamu omong-omong trauma sama laki laki  karena ayah  semenjak lulus sekolah aku puber suka cowo lah  cowo deketin aku lah segala macem  aku kira trauma ku sembuh tapi berkali kali aku dikecewain laki laki
fear,makin serem ya dunia ini    tidak seindah yang aku bayangkan waktu kecil   terlalu banyak orang jahat  atau mungkin aku yang terlalu naif menganggap semua orang itu baik  
fear, rlt guys aku mau nanya  aku bingung  aku ketrima u p dan vj sama un air  aku suka jurusan yang di u pn tapi aku anak daerah  agak takut di jkt  dan yang un air sudah dibayar  mohon sarannya 
happy,besok padahal uas statmat tapi berdoanya bukan buat uas xixixi karena aku bersyukur negeri ini damai  sehingga aku diberi kesempatan terus mencari ilmu di jenjang yang sekarang  coba kalau indonesia seperti suriah  tidak mungkin seleha leha ini
happy,bismillah salam plur slankers i indonesia kita bakal ketemu di moment yang sangat dinanti   nanti oleh kita semua       jambore nasional slankers indonesia bersama slank   
anger,heii  hey kamu para kaum adam hr gini msih mau saja trnsfer   dp sedihh kan kalau di block stelah tf   mk nya yang real  saja kalau mau ktmuan sma kaum hawa   hihiiihii
love,habis diem  cemberut  rewel     lihat tante jalan dari luar mau masuk rumah udah senyum   mulai ceria  nempel terus di tinggal bentar nyariin nte putput    tante pulang diem lagi  nangis nyari nte putput     kangen banget ya dek
anger,setiap peristiwa aku sikapi masing masing   tidak aku buat paket soale ya  parpol parpol yang kadernya korup ada bukan cuma korup tapi kejahatan lainnya  pertanyaannya apakah setiap kejahatan itu selalu dihubungkan dengan ketumnya  kalau iya cek lagi kejahatan yang dilakukan kader parpol
happy, emang beda     viral curhatan personal assistant konglomerat indonesia yang diposting di acoount twitter nya  asli baru kebuka deh pikiran kita tentang orang tajir yang ternyata tidak sombong loh   
sadness,gua tau sekarang harus apa  tidak cuma  raga  yang bakal aku bawa pergi nanti  tapi juga  jiwa  aku tidak tau bakal ketemu mereka lagi  kalian lagi  elo lagi atau enggak akan pernah lagi
sadness,njir dada sebelah kiri sakit   
fear,   paling parah sih tidak bisa sama skali lihat yang bolong  totol     bintik  polkadot semacam itu lah  bisa nangis sampai pusing karena terngiang terus di kepala dan geli saja takut pokoknya tidak mau liat
love,happy mensive my love makasih sudah nemenin selama tiga bulan ini  tidak kerasa sudah panjang saja perjalanannya  selama ini aku ngerasa belum ngasih apa apa buat kamu maaf aku tidak bisa romantis  kerjaan aku cuma jailin kamu  tapi kamu harus percaya tiap detik aku selalu sayang kamu
fear,sayang  janganlah kau waton serem
sadness,   ngumumin tunangan di hari ke tujuh  bulan ke tujuh  karena menurutnya itu angka keberuntungan  beeeh aku patah hati nya dobeeel  ku yang ingin banget tuh tanggal segitu wkwkw    kalau nikahnya ma    rada tidak apa apa sih  tapi knapa ma die sih hihi  
fear,sangat tidak mudah mjd keluarga korban pencabulan  beberapa keluarga yang memilih menutup buku kasus  karena takut aib akan tersebar  lebih milih kyk gitu  trauma anak jadi nomor 
love,rasanya tidak pernah bosen denger suara rosa  setiap denger dia nyanyi berasa makin sayang sama dia  ingin yang terbaik buat dia yaampun tidak pernah sesayang ini sama idola kaya sekarang ke dia  love her so much
love,intinyanya selamat tanggal  untuk yang ke  kali  tidak pernah harapin yang aneh aneh  aku cuma mau terus sama kamu  sayangnya kamu ke aku tidak pernah berubah  begitu juga sayangnya aku ke kamu  berharap malah bisa lebih lebih sayang lagi ke kamu seiring berjalannya waktu 
love,somi terima oppa apa adanya kok tenang saja     mau alay nge drama jungkir balik juga kalau udah sayang mau gimana      
love,punya impian  tulis saja dan pandangi setiap saat sambil didoakan agar segera terwujud  termasuk mimpi ingin segera ke baitullah  yakinkan diri bahwa suatu saat akan sampai tanah suci 
love,timang timang anakku sayang      buah hatiku sepajang jalan    siang malan ku selalu berdoa semoga kelak kau bahagia selalu    
love,sejujurnya masih sayang  aku tidak pernah buang kau jauh dari hidup aku  nama kau tidak pernah terpadam dalam hati aku 
sadness,melihat susunan kepanitiaan inagurasi  ospek jurusan  dan porangkar ini membuat saya sakit kepala dimana letak ketenangan tahun ketiga yaallah dimana
fear,dan dia ngebuntutin aku dong  bangke banget tidak sih  aku yang biasa lewat jalan a  harus muter ke jalan b yang lebih jauh  pas aku udah tidak lihat dia dibelakang aku gara aku ngebut  tiba tiba di lampu merah ketemu lagi  langsung tancap gas lah gila takut banget bgt bgt
happy,mau kirim salam buat    yang makin hari makin nyantol di hati   salam juga buat om andre taulani yang mau jadi member kenya       
happy,      lagu ya  banyak sih  tapi aku bener bener suka sama awake karena lagu itu buat aku semangat ngejar mimpiku buat dapet sertifikat bahasa jepang
fear,   kalau aku yang lbih ngeri itu dompet hilang  kalau yang lain mah pling ngerinya cm sesaat  nah kalau dompet hilang bisa galau berkepanjangan krna didlm dompet bukan cm ada duit tapi ktp sim atm kalau hilang kan gawat bang 
love,gua baru sadar  hampir di setiap panti punya kucing liar yang selalu di rawat atau di ajak main sama anak panti  dan aku juga baru sadar ternyata itu bentuk ungkapan kasih sayang anak panti terhadap sesama 
fear,jangan lupa jaga kesehatan  jangan keseringan begadang  makan sayur  kalau udah selesai kuliah sekolah  langsunh pulang  jangan suka keluyuran  ibu khawatir 
anger,indonesia milih artis tidak difilter dulu apaya kok bisa ada orang seperti yonglek gini banyak followersnya apa bagusnya sih bagaimana mau maju coba indonesia ya allah
happy,empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masing masing  jamak yang berharap ada juara baru di fifa world cup   terutama belgia yang dianggap sebagai tim percontohan bonus demografi  dan  saya hanya ingin ucapkan selamat pada pep  itu saja 
happy,pembangunan infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan  tidak lain karena kerja nyata pak    selama   tahun memerintah  kedepan           
anger,           kamu sensara        dasar kampret busuk kamu      bisa main medsos masih bicara rakyat sengsara     rakyat moyangmu yang sengsara      
happy,seneng deh baca tweet nya mantan pa konglomerat dan si pramugari yang lagi viral itu   jadi kepengen ngetweet mengenai pengalaman kerja aku jadi kacung kampret bertahun  yang walaupun naik pangkat cuma ubah level doanng   dari cungpret lv  jadi lv 
sadness,generasi jara pacoa     terik pagi tadi mengantarkan saya ke sebuah pantai yang sudah termasyhur namanya di bima yaitu pantai kalaki  pantai yang tidak seindah pada masanya sekarang di   
love,tooosssssssss bangetttt huhu aku kenal suara dia pertama kali pas ostnya man from the star dan itu sumpah aku langsung jatuh cinta
fear,      masih bingung aku  takut nanti tidak dapet tiket      kalau make jastip takutt tambahannya gede terus takut kena tipu juga    
love,makin lama kenal  a makin suka dengan lelaki ini  makin lama makin sayang  sampailah last sekali si a ini bercinta dengan lelaki itu  lelaki itu pun baik  according to a  seorang lelaki yang penyayang  soft spoken memang taste a lah 
love,ketika kamu menjadi gadis dewasa dan kamu harus pergi kuliah di kota lain  papa harus melepasmu di bandara  tahukah kamu bahwa badan papa terasa kaku untuk memelukmu  papa hanya tersenyun sambil memberi nasihat ini itu dan menyuruhmu untuk berhati hati 
sadness,terkadang inget dulu minat diri ini tuh pngn jadi pegawai bpom  sampai sudah ngambil umb di unj jurusan kimia murni  tapi apa daya masuk nya malah si di gunadarma  boro jadi it staff  kerja nya jauh abis  hahahaha dan sekarang minat kerja di lab muncul lagi tapi sudah telat siiiiss
sadness,jika hari ini hatimu tercabik dengan perbuatan oranglain  maka bisa jadi    itu cara allah meninggikanmu setelah dirimu melepas semua sombong dan akui khilafmu  tidak perlu memaafkan mereka  tapi maafkan dulu diri sendiri
happy,puncak spiritual seseorang adalah ketika orang tersebut diberi perasaan malu dihadapan allah swt  orang yang beruntung adalah orang yang tahu ukurannya sendiri    balikpapan   
anger,hallo    sampai hari ini indohomemasih belum bisa dipakai  apakah masih serius bisnis telekomunikasi  atau memang asalan yang penting uang masuk  ini sudah  minggu tidak nyala sama sekali  maunya gimana   
love,setiap perempuan cantik dengan caranya sendiri  tidak perlu dipuji apalagi merasa tersaingi  mulailah dengan mencintai diri sendiri 
love,hoohh   white prince yang meneduhkan hatii duh  dateng bawa bunga saja sudah leleh apalagi kalau dateng bawa sekoper uang  sekotak emas kann
anger,   min kalau tidak ada perawatan transjakarta ini bisa seperti metro mini  saya tiap hari naik basway ini   mobil nya bermasalah
love,   ridiella cantik banget  gemeees makasih sayang
happy,mas metal  program dari    dan    membuat anak muda zaman now menjadi anak muda yang kreatif dan terbuka   
love,saya bisa jadi berbeda kepercayaan dengan athaya tapi saya masih mencintainya  saya dan kartika bisa saja sama sama bertajuk hawa  tapi yang saya cinta bukan kelaminnya  saya cinta dirinya  hatinya
love,selamat tanggal  mas  makasih jugaaa sabar terus sabar teruuuss sama akunya  jangan capek capek sama aku  selalu ingetin aku hal hal baik ya  aku juga sayang kamuuu
fear,jadi takut buat nikah   buat punya anak   takut kalau saya nikah saya tidak bisa bahagiain pasangan   takut kalau punya anak nanti saya banding bandingin   
happy,   happy anniv bil wkwkwk  langgeng terus sama radiiitt  gila radit niat loh foto foto ucapan annivnyaa  sampai dibantuin juga sama cewek disini     
love,dan aku jatuh cinta pada pandangan matanya
happy,   tidak usah terobsesi untuk punya pacar  gapenting  masih  taun juga  santai ajaaaa  dd kalau kamu tidak mau ninggalin  malah cowok yang lebih baik tidak ada yang bisa deketin kamu mba  d
love,lucky me  ada yang sebegini kangen dan sayang sama uwe dirantauan  memang tidak ada yang bisa gantiin keluarga  tapi bisa punya temen rantauan yang sayangnya seperti kk sendiri tu rasanya tuhannn sayangg banget sama uwe  nempatin orang baik disekeliling uwe
love,jika cinta hanya tentang sex  berarti cinta itu murah  cinta itu lebih besar  lebih dalam  dan lebih berharga dari sex  cinta sejati itu tidak ternilai harganya
love,seketika ku langsung jatuh cinta ama mereka sudah sering denger lagunya di playlist tapi yaudahh b saja giliran denger live tuh seenak itu dan crowd nya parah banget mereka sampai terharu ngeliatnya  karena ini pertama kali mereka ke ina dan hype banget  freddy sampai i love u guys mulu    
anger,di kasus via vallen ini aku kadang mikir  mreka penikmat dangdut  koplo panturanan dan yang smisal  yang biasa disuguhi biduan berpenampilan seronok dan goyangan maut  mereka ada di pihak mana     
love,dan akhirnya    saat papa melihatmu duduk dipanggung pelaminan bersama seorang lelaku yang dianggap pantas menggantikannya  papa lun tersenyum bahagia 
fear,eh nganu  kalau kita ditelpon orang yang mau nipu  bisa tidak sih kita laporin polisi berdasarkan nomor telpon dia  kan tiap nomor sekarang udah teregisterasi ya  terus bakal ditindaklanjuti tidak ya  maksudnya tuh biar orgnya ditangkap dan tidak makan korban 
love,sudah waktunya memfokuskan niat kita serta dan meraih hati   i love you sayangku dan mengizinkan getaran cinta itu untuk menghangatkan jiwa yang haus akan kasih dan sayang
love,  im yoona cantik banget buset talented good personality kurang apa        kesayanganqu pokoknya udah cinta mati banget sama yoona   
happy,pantas emiss cari kemana mana ternyata disini ya  selamat datang  cantik  bagaimana hari harinya setelah memilih jurusan  semoga malamnya menyenangkan ya 
happy,memang tidak ada manusia yang paling benar dalam tindak tanduknya  tapi selalu ada manusia yang mampu jadi benar setelah paham pernah salah dan tidak selalu menyalahkan sana sini dengan hawa nafsunya
happy,gw mau pencitraan ah  kalau ada orang yang nanya di grup angkatan bakalan aku jawab meskipun aku gtau wkwkkw  jadi tenang saja temund yang males nanya sesuatu digrup angkatan karena takut dicuekin kalau misal tidak ada yang jawab pasti aku jawab kok 
sadness,setiap mau ngeluh  mau protes sama hidup  and every problem in it  jadi malu sendiri karena ternyata too manya blessings yang kelewat buat disyukurin
fear,aku gasuka ada ribut sama cewek nanti pasti update di instagram quote yang nyinggung  satu gengnya ikut benci sama aku lah  nyebar kemana mana lah ceritanya  kalau versi ekstrem nya nih sampai bisa nyindir kalau lewat padahal aku cewek 
happy,fukudako bali  masih menjadi ramen terbaik di lidah dan selera saya    enak ramennya  puas porsinya  kenyang akhirnya       
happy,kenapa sih akhir akhir ini kata radikal lagi booming  menurut saya radikalitas dalam berjuang itu perlu  biar ngga roboh diterpa angin dan hanyut terbawa gelombang  menjadi seperti pohon oak yang tumbuh melawan angin  kokoh dan kuat seperti semen tiga roda    
sadness,         demokrasi kita memang lagi mundur saat ini karena kebebasan berekspresi terus menerus di pantau oleh penguasa 
happy,ketemu temen yang se manhaj dalam sastra dan bacaan itu rasanya kyk nemu harta karun   ngomongin karakter  plot dari rupa  pengarang  ngalor ngidul tanpa henti   tapi suka  
sadness,kalo aku sih siapapun presidennya kalau kualitas dirinya cuma bergantung sama kelompok atau orang tertentu  ya pasti setiap saat akan buat event aksi aksi gitu deh  hehe   
fear,   mlm pak tadi di sekitaran flyover tanjung barat arah ragunan ad segerombolan anak muda sepertinya mau sotr pak  mohon di tindak pak terimakasih
love,aku tidak tau kenapa    makin hari aku makin sayang sama kamu    aku makin takut kehilangan kamu    aku ingin terus bersama kamu    hingga akhir waktu ku   
fear,ketika saat ada seorang cowok mulai sering menelponmu  atau bahkan datang kerumah untuk menemuimu  papa akan memasang wajah paling cool sedunia  papa sesekali menguping atau mengintip saat kamu sedang ngobrol berdua diruang tamu 
love,engga pernah se jatuh cinta seperti gini sama orang  berawal dari tokoh cerita di wattpad dengan penggambaran seseorang yang plek ketiplek sama  dan itu makin buat saya jatuh cinta 
anger,dia   emang a apa kya a tahu   masalah a sih sepele tapi bisa bikin saya ngedown
love,selamat siang sayang belum makan siang kah  ini aku buatin makan siang  dimakan ya sampai habis jangan dibuang  capek tau masaknya
fear, idm  gimana sih cara halusnya untuk bilang ke teman bahwa dia itu toxic  aku takut dia sakit hati kalau aku kasarin       
sadness,kemarin  udah beneran giveup sama dasnut  materi soal quiz  cuman belajar quiz  dan lainnya cuman sekedar baca dan tidak masuk otak  udah beneran cuman modal doa pasrah  sampai bener pusing  karena flu juga  pas dapet soal dan tau soalnya  mau nangis 
happy,dak ayo lebaran ke bandung saja  tar di sana biaya makan sama akomodasi tidak usah mikir tar ikut saja  jika saja saya di izinkan saya sudah ikut ajakan ke bandung
love,wah aku mimpi kali ya    kedip berkali kali karena kaget letakin lengan di meja sambil numpu dagu  sayang kok tidak bilang sih kamu bisa masak  aigoo pacar aku keren 
fear,itulah kenapa tiap mau nulis inggris selalu cek dulu ke kamus  tapi meskipun dah dicek  seringnya ku hapus lagi masih takut salah grammar
happy,setelah mandi dilanjutkan dengan makan pagi bagi wbs pstw bm ii jelambar untuk wbs total care makan pagi dibantu pjlp untuk menambah energi  agar badan tetap segar  sehat dan stamina terjaga 
sadness,saat lebaran aku rindu sosok wanita yang pandai sekali menyimpan rahasia  ditatanya rapi rengginang crispy didalam kaleng tanggo yang dikemas layaknya kado 
happy,yakinlah ada sesuatu yang menantimu selepas banyak kesabaran  yang kau jalani   yang akan membuatmu terpana hingga kau lupa pedihnya rasa sakit   ali bin abi thalib 
sadness,ketika lihat presiden sendiri  aku ngerasa seperti wow cepet ya  udah mau pilpres lagi  padahal kayaknya dia baru kepilih  ketika lihat presiden us  aku ngerasa seperti the world is running at a snail pace  baru  th dia ngejabat  like wtf 
fear,ini gimana sih ngerasanya kosong gitu  tombol ekspresi ntah dimana  sedikit lagi kalau ada yang tiba nemu terus kepencet kayaknya aku langsung meledak ini mah  bahaya 
love,walaupun kita jauh secara fisik  kita tahu kita selalu bersama  walaupun kita tidak mengatakan aku cinta kamu  kita tahu kita mencintai satu sama lain  walaupun kita tidak mengatakan kita satu  kita tahu kita adalah satu 
fear,pria ini seram juga ya  selain ekspresinya seram tutur kata yang keluar juga sangat menohok  ah baiklah baiklah etto iie juvia hanya memastikan kalau tidak salah orang
sadness,kebanyakan cewek kriteria nyari pacar ingin yang lucu  padahal kalau menurut cewek  ganteng  lucu  jadi definisi lucu disini adalah ganteng  kalian yang jele dan qismin tolong pahami ini   
anger,tadi aku lewat jalan yang aga rame orang jualan  aku lihat ada yang dagang baju  dan baju itu tulisannya  gila mesti tidak sih sampai kaya gitunya  kadang aku bingung ya ama orang indonesia  tidak pernah ada rasa bersyukurnya
anger,yg suka makan sirip hiu tenggelamkan tidak bu      masa ikan segede metromini cuma dimamam siripnya doang  makan bodynya juga dong
love,cintailah kekasihmu seperti dia mencintai mu dulu  seperti dia mencintai dengan tulus  seseorang akan setia pada pasangannya karena cinta suami yang begitu besar pada ibu dan kalian berdua 
happy,ceritanya makan malam ini ala korea pas belanja bulanan eee nemu daging premium lagi diskon langsung deh di ambil nasi putih  nori  minyak wijen  wijen aduk jadi  sapi lada hitam
anger,   eh seriusan dia tidak dijepang lagi  sudah abis kontrak atau gimana  halah dia mahmemanggitu  semua artis kpop disosor sama dia  gila ya  tidak sayang apa dia duitnya dihambur in buat hal gajelas  bukannya ngatur cuma dia itu keliatan banget pamernya 
fear,beli makeup sekali  kalau tidak cocok malah bikin beruntusan dan jerawatan  terus pengobatan nya berhari hari  yagitu yang bikin pemilih banget sama makeup     trauma saja punya muka sensitif begini 
sadness,resiko kerja sendirian  tidak ada temen  single fighter  bawa barang banyak harus bolak balik  tidak ada yang megangin tangga  tidak ada temen ngobrol  but i like my job
love,melakukan hal yang sebenernya kamu ngga suka  dengan happy hati  karena kamu tau itu bikin pasangan kamu bahagia   itu baru romantis 
anger,hey kamuuhhh   semoga qt dijauhkan dari keputusan yang bodoh ituu selamat menjalankan ibadah puasa juga budiirrr olfi opi
fear,ketika sudah pukul   kami sudah capek dan ingin pulang karena sudah mulai ada rasa takut di hati kami masing masing 
love,jika sayang orang tua  taati allah  maka orang tua kita akan dihappyi allah  disayang allah  itulah sebenar benar balasan kita pada orang tua 
happy,sesuatu yang benar akan tetap benar meski sedikit yang mengamalkannya  sesuatu yang salah akan tetap salah meski berbondong bondong orang mengamalkannya  yaa muqollibal qulub  tsabbit qolbi  alaa diinik
